Judge,Cluster,Week,Session Number,Position,Brew,Temp.x,TDS.x,PE.x,Dose,Setting,Grind,Empty Carafe,Full Carafe,Brew Mass,TDS__1,Percent Extraction,pH,Initial NaOH,Final NaOH,Titration pH,Volume,Brew Temperature,Pour Temp,90Sec Temp,Liking,Temp,Flavor.intensity,Acidity,Mouthfeel,Tea.floral,Fruit,Citrus,Green.veg,Paper.wood,Burnt,Cereal,Nutty,Dark.chocolate,Caramel,Bitter,Astringent,Roasted,Sour,Thick.viscous,Sweet,Rubber,Purchase.intent
1,1,2,10,1,90-1.5-20,Medium,High,Medium,207.6,5LG,3,1787.9,4586.5,2798.6,1.45,19.54706166,5.01,9.7,16.4,8.19,6.7,82.4,70.1,63.0,8,4,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4
1,1,3,13,1,90-1.5-24,Medium,High,High,176.1,4LG,3,1794.2,4623.6,2829.4,1.47,23.61850085,5.03,8.1,14.7,8.21,6.6,81.1,69.2,62.5,2,4,4,2,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2
1,1,3,13,2,93-1.0-16,High,Low,Low,176.1,2SM,5,1777.7,4608.3,2830.6,0.99,15.91308348,5.04,9.1,13.7,8.19,4.6,85.8,71.5,64.8,4,4,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1,1,3,13,5,93-1.0-20,High,Low,Medium,140.3,3LG,3,1768.6,4628.9,2860.3,1.02,20.79476835,5.07,13.9,18.4,8.21,4.5,86.0,68.0,66.1,8,4,3,3,3,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,5
1,1,2,10,7,93-1.0-24,High,Low,High,120.0,4LG,3,1771.4,4629.3,2857.9,1.005,23.9349125,5.05,16.6,21.1,8.22,4.5,83.5,70.8,64.0,9,3,3,3,3,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,5
1,1,1,4,7,93-1.25-16,High,Medium,Low,215.3,5SM,5,1792.2,4588.1,2795.9,1.33,17.27146772,5.04,7.6,13.7,8.19,6.1,84.9,73.5,67.7,6,3,4,4,4,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,4
1,1,3,13,8,93-1.25-20,High,Medium,Medium,176.1,1SM,3,1784.8,4565.1,2780.3,1.33,20.99829074,5.03,3.1,8.8,8.2,5.7,84.6,70.4,65.4,4,4,1,1,5,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1
1,1,2,10,3,93-1.25-24,High,Medium,High,150.0,14SM,3,1790.3,4621.6,2831.3,1.215,22.93353,5.07,0.4,5.7,8.21,5.3,84.7,71.4,63.9,4,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,2,10,10,93-1.5-16,High,High,Low,265.0,6LG,5,1800.6,4536.2,2735.6,1.585,16.36198491,4.98,6.4,13.6,8.21,7.2,84.6,69.1,62.8,7,3,4,5,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
1,1,1,4,8,93-1.5-20,High,High,Medium,207.6,4SM,4,1785.4,4546.2,2760.8,1.5,19.94797688,5.03,1.0,7.9,8.2,6.9,84.3,69.3,62.8,2,2,4,5,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
1,1,1,4,9,93-1.5-24,High,High,High,176.1,4LG,3,1782.5,4579.0,2796.5,1.5,23.82027257,5.06,11.7,18.2,8.21,6.5,84.2,69.8,64.1,9,3,3,3,3,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,5
2,2,3,13,6,87-1.0-16,Low,Low,Low,176.1,1SM,5,1769.3,4598.4,2829.1,1.05,16.86856899,5.05,13.3,18.3,8.2,5.0,81.1,67.0,63.5,5,3,1,2,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
2,2,2,7,2,87-1.0-20,Low,Low,Medium,145.0,6LG,3,1765.3,4602.3,2837.0,1.03,20.15248276,5.1,15.2,19.7,8.19,4.5,81.3,67.8,61.4,3,4,4,4,2,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1
2,2,3,13,2,87-1.0-24,Low,Low,High,119.0,4LG,3,1791.0,4675.1,2884.1,0.96,23.26668908,5.11,18.5,22.6,8.2,4.1,78.6,66.3,61.5,7,3,3,4,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
2,2,2,7,10,87-1.25-16,Low,Medium,Low,215.3,12LG,5,1774.1,4653.4,2879.3,1.31,17.51919647,5.05,2.9,9.2,8.19,6.3,80.3,69.0,63.4,6,5,4,4,4,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,2
2,2,3,13,3,87-1.25-20,Low,Medium,Medium,176.1,12LG,3,1782.1,4651.3,2869.2,1.27,20.69212947,5.02,7.3,13.1,8.21,5.8,80.8,66.9,62.1,8,4,3,3,3,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,5
2,2,2,7,1,87-1.25-24,Low,Medium,High,150.0,13SM,4,1793.7,4694.8,2901.1,1.24,23.98242667,5.08,9.5,15.0,8.2,5.5,79.7,60.8,57.8,8,4,3,3,2,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,3
2,2,1,1,4,87-1.5-16,Low,High,Low,252.7,5LG,5,1798.3,4588.8,2790.5,1.48,16.34325287,5.01,5.4,13.1,,7.7,77.9,66.0,61.0,4,3,1,1,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,2
2,2,1,1,5,87-1.5-20,Low,High,Medium,207.6,5LG,3,1776.5,4553.5,2777.0,1.47,19.66372832,5.1,13.4,20.4,,7.0,77.8,65.2,62.4,8,3,3,3,3,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,5
2,2,3,13,9,87-1.5-24,Low,High,High,176.1,4LG,3,1798.4,4641.9,2843.5,1.43,23.090318,4.98,0.3,7.1,8.21,6.8,78.7,67.1,64.0,9,3,3,3,3,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,5
2,2,1,1,9,90-1.0-16,Medium,Low,Low,176.1,6LG,5,1805.4,4669.3,2863.9,0.99,16.10028961,5.07,20.8,25.4,,4.6,80.2,68.7,62.0,8,3,3,3,3,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,5
2,2,1,1,8,90-1.0-20,Medium,Low,Medium,145.0,6LG,3,1770.4,4643.2,2872.8,1.04,20.60491034,5.08,6.5,11.0,8.18,4.5,79.7,70.1,63.9,8,4,3,4,4,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,4
2,2,3,13,7,90-1.0-24,Medium,Low,High,121.1,14SM,3,1775.3,4692.0,2916.7,0.96,23.12165153,5.07,14.9,19.1,8.21,4.2,82.7,70.0,65.1,4,3,1,1,2,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
2,2,2,7,3,90-1.25-16,Medium,Medium,Low,215.3,5SM,5,1781.7,4601.6,2819.9,1.27,16.63387366,5.05,1.1,7.0,8.21,5.9,82.1,70.6,64.4,4,3,2,4,2,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1
2,2,1,1,7,90-1.25-20,Medium,Medium,Medium,176.1,12LG,3,1761.8,4588.2,2826.4,1.27,20.38346394,5.08,0.5,6.3,,5.8,79.6,68.3,63.2,8,3,3,3,3,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,5
2,2,2,7,4,90-1.25-24,Medium,Medium,High,149.0,4LG,3,1782.0,4643.9,2861.9,1.26,24.20130201,5.1,7.3,12.7,8.22,5.4,82.2,70.8,63.8,6,3,2,4,2,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,2
2,2,3,13,10,90-1.5-16,Medium,High,Low,252.7,5LG,5,1762.8,4544.9,2782.1,1.59,17.50510091,4.98,0.3,7.9,8.19,7.6,81.4,68.6,59.6,5,4,4,3,4,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1
2,2,2,7,5,90-1.5-20,Medium,High,Medium,207.6,5LG,3,1790.2,4590.6,2800.4,1.5,20.23410405,5.04,12.9,19.6,8.19,6.7,82.6,72.0,67.7,2,3,5,4,4,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
2,2,3,13,4,90-1.5-24,Medium,High,High,176.1,4LG,3,1794.2,4623.6,2829.4,1.47,23.61850085,5.03,8.1,14.7,8.21,6.6,81.1,69.2,62.5,7,4,2,3,2,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,2
2,2,3,13,5,93-1.0-16,High,Low,Low,176.1,2SM,5,1777.7,4608.3,2830.6,0.99,15.91308348,5.04,9.1,13.7,8.19,4.6,85.8,71.5,64.8,8,3,3,2,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,4
2,2,3,13,8,93-1.0-20,High,Low,Medium,140.3,3LG,3,1768.6,4628.9,2860.3,1.02,20.79476835,5.07,13.9,18.4,8.21,4.5,86.0,68.0,66.1,8,4,3,3,4,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4
2,2,2,7,6,93-1.0-24,High,Low,High,120.0,4LG,3,1779.8,4644.6,2864.8,1.04,24.82826667,5.07,5.4,10.0,8.18,4.6,83.3,70.2,64.2,5,4,3,5,4,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,2
2,2,1,1,1,93-1.25-16,High,Medium,Low,215.3,5SM,5,1790.8,4583.7,2792.9,1.33,17.25293544,5.06,18.5,24.4,8.19,5.9,81.8,68.8,64.9,4,4,3,5,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2
2,2,3,13,1,93-1.25-20,High,Medium,Medium,176.1,1SM,3,1784.8,4565.1,2780.3,1.33,20.99829074,5.03,3.1,8.8,8.2,5.7,84.6,70.4,65.4,7,5,3,3,2,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,2
2,2,2,7,7,93-1.25-24,High,Medium,High,150.0,14SM,3,1793.2,4614.0,2820.8,1.22,22.94250667,5.05,10.2,15.5,8.2,5.3,84.7,71.7,65.4,8,5,3,3,3,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,4
2,2,2,7,8,93-1.5-16,High,High,Low,265.0,6LG,5,1803.2,4530.2,2727.0,1.57,16.15618868,5.03,15.6,23.0,8.19,7.4,84.2,72.1,67.2,5,3,4,4,3,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,2
2,2,1,1,3,93-1.5-20,High,High,Medium,207.6,4SM,4,1785.2,4547.5,2762.3,1.49,19.82575626,5.05,11.0,17.8,8.21,6.8,81.9,67.5,62.9,3,3,2,3,4,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
2,2,1,1,2,93-1.5-24,High,High,High,176.1,4LG,3,1781.6,4551.0,2769.4,1.43,22.48859739,5.04,2.2,8.5,8.19,6.3,77.6,67.4,61.0,4,3,1,3,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
3,1,3,15,4,87-1.0-16,Low,Low,Low,176.1,1SM,5,1796.6,4607.5,2810.9,1.06,16.91967064,5.01,12.9,18.0,8.2,5.1,81.1,69.1,64.9,9,3,3,3,3,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,5
3,1,2,12,7,87-1.0-20,Low,Low,Medium,145.0,6LG,3,1764.7,4671.0,2906.3,1.0,20.04344828,5.08,4.5,8.9,8.19,4.4,84.1,71.2,65.5,9,3,3,3,3,0,0,1,1,1,0,1,1,1,1,0,1,1,0,1,1,0,5
3,1,3,15,8,87-1.0-24,Low,Low,High,119.0,4LG,3,1791.5,4711.1,2919.6,0.97,23.79842017,5.04,9.7,14.0,8.19,4.3,80.2,69.7,60.5,4,3,3,3,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
3,1,2,12,5,87-1.25-16,Low,Medium,Low,215.3,12LG,5,1776.1,4567.9,2791.8,1.31,16.98679981,4.97,8.2,14.4,8.19,6.2,79.2,66.4,62.2,8,3,3,3,3,1,1,1,1,1,0,1,0,0,1,0,0,1,0,0,1,0,4
3,1,3,15,7,87-1.25-20,Low,Medium,Medium,176.1,12LG,3,1782.1,4642.6,2860.5,1.28,20.79182283,5.03,7.0,12.8,8.21,5.8,80.3,68.2,64.2,7,3,2,3,2,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,3
3,1,2,12,6,87-1.25-24,Low,Medium,High,150.0,13SM,4,1793.5,4638.0,2844.5,1.295,24.55751667,5.0,14.3,19.9,8.22,5.6,78.5,69.9,64.4,9,3,3,3,3,0,0,0,0,1,0,1,1,1,1,0,1,1,0,1,0,1,5
3,1,1,6,2,87-1.5-16,Low,High,Low,252.7,5LG,5,1799.2,4599.2,2800.0,1.51,16.73130194,5.04,5.3,12.6,8.2,7.3,80.4,70.6,64.9,5,3,3,3,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
3,1,1,6,4,87-1.5-20,Low,High,Medium,207.6,5LG,3,1777.6,4570.6,2793.0,1.46,19.64248555,5.05,12.9,19.6,8.19,6.7,80.2,68.1,61.8,7,3,3,4,2,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,3
3,1,3,15,1,87-1.5-24,Low,High,High,176.1,4LG,3,1798.6,4589.0,2790.4,1.38,21.86684838,5.0,0.7,6.9,8.22,6.2,78.0,65.9,61.5,7,3,4,2,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2
3,1,1,6,1,90-1.0-16,Medium,Low,Low,176.1,6LG,5,1806.9,4700.8,2893.9,1.01,16.59760931,5.1,19.6,24.4,8.19,4.8,82.2,70.6,63.5,4,3,2,2,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1
3,1,1,6,8,90-1.0-20,Medium,Low,Medium,145.0,6LG,3,1770.9,4638.0,2867.1,1.07,21.15722069,5.12,0.3,5.0,8.22,4.7,84.2,72.9,66.0,7,3,2,2,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,3
3,1,3,15,3,90-1.0-24,Medium,Low,High,121.1,14SM,3,1775.5,4697.5,2922.0,0.96,23.16366639,5.06,10.7,14.9,8.19,4.2,81.8,69.9,65.2,8,3,3,3,3,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,5
3,1,2,12,8,90-1.25-16,Medium,Medium,Low,215.3,5SM,5,1779.2,4615.6,2836.4,1.26,16.59946122,5.02,7.5,13.2,8.2,5.7,82.6,71.8,63.3,5,3,3,3,3,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
3,1,1,6,6,90-1.25-20,Medium,Medium,Medium,176.1,12LG,3,1763.7,4594.8,2831.1,1.31,21.06042589,5.1,12.8,18.4,8.21,5.6,82.5,71.4,64.9,4,3,1,5,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3,1,2,12,9,90-1.25-24,Medium,Medium,High,149.0,4LG,3,1782.7,4640.4,2857.7,1.295,24.83705705,5.04,0.0,5.9,8.21,5.9,82.0,70.9,63.2,9,3,3,3,3,0,0,1,0,1,1,1,1,1,0,0,0,1,0,1,0,1,5
3,1,3,15,10,90-1.5-16,Medium,High,Low,252.7,5LG,5,1762.9,4564.4,2801.5,1.59,17.6271666,4.97,17.4,25.0,8.21,7.6,80.2,66.8,62.6,8,3,3,3,3,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,4
3,1,2,12,10,90-1.5-20,Medium,High,Medium,207.6,5LG,3,1787.9,4560.2,2772.3,1.52,20.29815029,5.01,0.2,7.4,8.21,7.2,82.6,68.8,61.7,9,3,4,3,3,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,5
3,1,3,15,6,90-1.5-24,Medium,High,High,176.1,4LG,3,1794.8,4626.6,2831.8,1.47,23.63853492,4.99,4.0,10.6,8.2,6.6,81.6,69.9,63.7,1,3,5,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
3,1,3,15,5,93-1.0-16,High,Low,Low,176.1,2SM,5,1778.0,4568.5,2790.5,1.02,16.16303237,5.05,0.4,5.0,8.2,4.6,86.4,71.8,63.6,9,3,3,3,3,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,5
3,1,3,15,2,93-1.0-20,High,Low,Medium,140.3,3LG,3,1769.1,4613.0,2843.9,1.02,20.67553813,5.04,5.1,9.6,8.19,4.5,86.7,73.3,65.8,8,3,3,3,2,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,4
3,1,2,12,1,93-1.0-24,High,Low,High,120.0,4LG,3,1771.9,4599.1,2827.2,1.055,24.8558,5.07,6.0,10.9,8.21,4.9,82.6,69.5,64.5,8,3,3,2,3,1,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,4
3,1,1,6,7,93-1.25-16,High,Medium,Low,215.3,5SM,5,1792.3,4543.6,2751.3,1.32,16.86816535,5.04,6.5,12.7,8.2,6.2,84.8,71.8,65.5,7,3,3,3,3,0,0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,0,5
3,1,3,15,9,93-1.25-20,High,Medium,Medium,176.1,1SM,3,1785.3,4576.1,2790.8,1.31,20.760636,4.98,14.9,20.8,8.2,5.9,84.7,68.6,62.5,9,3,3,3,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,5
3,1,2,12,2,93-1.25-24,High,Medium,High,150.0,14SM,3,1791.9,4604.3,2812.4,1.185,22.21796,5.06,11.0,16.1,8.19,5.1,84.5,72.8,65.6,9,3,3,3,3,0,0,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,4
3,1,2,12,3,93-1.5-16,High,High,Low,265.0,6LG,5,1800.1,4535.6,2735.5,1.6,16.51622642,5.04,16.2,23.8,8.2,7.6,84.8,73.9,66.7,9,3,3,3,3,0,0,0,0,1,0,1,1,1,1,0,1,1,0,1,0,0,5
3,1,1,6,5,93-1.5-20,High,High,Medium,207.6,4SM,4,1787.5,4517.4,2729.9,1.51,19.85620906,5.07,18.5,25.1,8.2,6.6,84.7,70.6,63.6,8,3,3,3,3,0,0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,0,4
3,1,1,6,3,93-1.5-24,High,High,High,176.1,4LG,3,1782.9,4573.0,2790.1,1.48,23.44888132,5.04,11.0,17.6,8.19,6.6,83.6,71.0,64.3,8,4,3,3,3,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,4
4,1,3,13,8,87-1.0-16,Low,Low,Low,176.1,1SM,5,1769.3,4598.4,2829.1,1.05,16.86856899,5.05,13.3,18.3,8.2,5.0,81.1,67.0,63.5,4,4,4,3,3,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,2
4,1,2,7,5,87-1.0-20,Low,Low,Medium,145.0,6LG,3,1765.3,4602.3,2837.0,1.03,20.15248276,5.1,15.2,19.7,8.19,4.5,81.3,67.8,61.4,8,4,3,3,4,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,5
4,1,3,13,6,87-1.0-24,Low,Low,High,119.0,4LG,3,1791.0,4675.1,2884.1,0.96,23.26668908,5.11,18.5,22.6,8.2,4.1,78.6,66.3,61.5,8,3,2,3,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,5
4,1,2,7,3,87-1.25-16,Low,Medium,Low,215.3,12LG,5,1774.1,4653.4,2879.3,1.31,17.51919647,5.05,2.9,9.2,8.19,6.3,80.3,69.0,63.4,4,4,4,5,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
4,1,3,13,2,87-1.25-20,Low,Medium,Medium,176.1,12LG,3,1782.1,4651.3,2869.2,1.27,20.69212947,5.02,7.3,13.1,8.21,5.8,80.8,66.9,62.1,4,3,4,4,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3
4,1,2,7,4,87-1.25-24,Low,Medium,High,150.0,13SM,4,1793.7,4694.8,2901.1,1.24,23.98242667,5.08,9.5,15.0,8.2,5.5,79.7,60.8,57.8,7,3,2,3,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,4
4,1,1,1,8,87-1.5-16,Low,High,Low,252.7,5LG,5,1798.3,4588.8,2790.5,1.48,16.34325287,5.01,5.4,13.1,,7.7,77.9,66.0,61.0,7,4,3,4,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
4,1,1,1,9,87-1.5-20,Low,High,Medium,207.6,5LG,3,1776.5,4553.5,2777.0,1.47,19.66372832,5.1,13.4,20.4,,7.0,77.8,65.2,62.4,8,3,3,3,3,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,5
4,1,3,13,7,87-1.5-24,Low,High,High,176.1,4LG,3,1798.4,4641.9,2843.5,1.43,23.090318,4.98,0.3,7.1,8.21,6.8,78.7,67.1,64.0,7,3,3,3,4,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3
4,1,1,1,1,90-1.0-16,Medium,Low,Low,176.1,6LG,5,1805.4,4669.3,2863.9,0.99,16.10028961,5.07,20.8,25.4,,4.6,80.2,68.7,62.0,8,4,2,4,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4
4,1,1,1,3,90-1.0-20,Medium,Low,Medium,145.0,6LG,3,1770.4,4643.2,2872.8,1.04,20.60491034,5.08,6.5,11.0,8.18,4.5,79.7,70.1,63.9,4,3,2,4,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,2
4,1,3,13,4,90-1.0-24,Medium,Low,High,121.1,14SM,3,1775.3,4692.0,2916.7,0.96,23.12165153,5.07,14.9,19.1,8.21,4.2,82.7,70.0,65.1,8,3,3,3,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,5
4,1,2,7,6,90-1.25-16,Medium,Medium,Low,215.3,5SM,5,1781.7,4601.6,2819.9,1.27,16.63387366,5.05,1.1,7.0,8.21,5.9,82.1,70.6,64.4,3,5,1,4,4,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2
4,1,1,1,2,90-1.25-20,Medium,Medium,Medium,176.1,12LG,3,1761.8,4588.2,2826.4,1.27,20.38346394,5.08,0.5,6.3,,5.8,79.6,68.3,63.2,8,3,3,2,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5
4,1,2,7,7,90-1.25-24,Medium,Medium,High,149.0,4LG,3,1782.0,4643.9,2861.9,1.26,24.20130201,5.1,7.3,12.7,8.22,5.4,82.2,70.8,63.8,8,3,3,3,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,5
